question,answer
hi team the live sessions are they going to be recorded and saved somewhere? regards sandeep,yes but we strongly encourage our students to attend live sessions so that it becomes a regular habit. our registered students would be able to access older live sessions after a significant delay and not immediately after the session.?
since your course offer jobs .. so what is range of salary to the fresher who completed your course with your assignment with your given time duration,kindly give us a call on 91-6301-939-583 or 91-8106-920-029 to have further and detailed discussion on it.
hi team are there any practice questions available for the initial lectures up to 4.11?,you can check in our classroom we have some assignments regarding python.
i did not get any email about joining google classroom,we have sent an email with all the guidelines if you still did not get please drop an email at team@appliedaicourse.com
hi i works at a mnc as java developer.i am a bsc graduate in mathematics.can i go for this course? if yes then how will be my it carrer here after? am i able to manage all this because as i said i am an full time employee in a mnc? i will begreatful if you let me know the process and all. thank you.,please feel free to call us at 91 8106-920-029 or 91 6301-939-583 so that one of us can better understand your background and we can have a detailed discussion with you on this.
hi i am a 2016 batch passout in production engineering student with 6 months of experience in manufacturing sector but now i feel like switching my profile to machine learning. so would this course be beneficial to me as i have non it background with almost 2 years of gap after b tech. please help me out..,please feel free to call us at 91 8106-920-029 or 91 6301-939-583 so that one of us can better understand your background and we can have a detailed discussion with you on this.
can you please add one more complete module on timeseries,time series analysis is a statistical technique that deals with time series data or trend analysis. basically time series data means that data is in a series of particular time periods or intervals. time series are analyzed in order to understand the underlying structure and function that produce the observations. we also solve case study taxi demand prediction based on time series data. we cover a lecture on how to generate features from time series data starting from: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/moving-window-for-time-series-data/
hi team as i have completed by b.tech in 2016 and i have got job opportunity in 2018 working as full stack developer and i want to move to ai how can this course helpful to me as a employee after working hours i have less time to cover this course . and i want to know is there will be any problem for me while attending interviews after completing this course where i have a gap after my graduation.,please feel free to call us at 91 8106-920-029 or 91 6301-939-583 so that one of us can better understand your background and we can have a detailed discussion with you on this.
i am considering going into ds/ml/ai and this course seems to fulfill most of the requirements. sir can you please confirm the fee / payment structure? on the website it say one year validity for 25k. will i have access to video/lectures after one year. i would like to have continued access to material to come back for revisions. let me know please i really like the course and would like to enroll.,please call us at 91 8106-920-029 or 91 6301-939-583 so that we can better answer your question more accurately.
hello team how many assignments are included totally in this course? including case study assignments,thirty assignments as of now. we constantly change these 30 assignments on regular basis.
sir i have heard that statistics is one of the most important if not the most important part of data science. so does it make sense to first get a solid understanding of the core concepts of statistics before starting with the course?? that way maybe one can get even more purchase from the lectures. or will the lectures under the probability and statistics section of the course suffice for understanding the statistics portion of the data science???,we cover all of the core and foundational concepts needed for data science on the probability and statistics chapter.
what is the eligibility for the job guarantee which you provide?,please call us on 91 8106-920-029 or 91 6301-939-583 to know more.
okay sir one more query to ask is this machine learning course complete or you will be adding more content to it?,the course is never complete as we constantly add edit and remove topics based on industry needs and students feedback. we have changed a very significant amount of of the course in the last 3 months. it is a very dynamic course
what is the difference between tensorflow and tensorflow 2.0? which part of this course will get affected by tensorflow 2.0?,tensorflow2.0 is yet to be released and there are going to some changes: https://medium.com/tensorflow/whats-coming-in-tensorflow-2-0-d3663832e9b8. most of the deep learning modules are covered in keras so it should not be too much of a worry.
hi it will be great if you can provide a keyboard shortcut to directly move to next video : . thanks pankaj,sure. will add it as a requirement for the next update of our website. thank you for your suggestion.
hi team could you pls tell me if i am working on insurance fraud claim.if it is being told that random forest is among the best algorithm then why not to apply it directly on the insurance dataset instead of trying any others since rf is well tested algorithm ? pls clarify in real world scenario. secondly what is smote?how to apply? thanks,1. why not use gbdt or svm or another method? why randomforest? it is best to choose the best-performing algorithm that also satisfies other business and real-world constraints like latency interpretability cost of training and evaluation availability of probabilistic class labels etc. it is best to try out various methods which satisfy the real-world constraints and pick the one that actually performs best. it is best to avoid any favorites. if the data shows that rf is the best method for your task then you should certainly go with it. 2. smote is a method to generate synthetic and new data-points using k-nn especially when we want to tackle the class-imbalance problem through upsampling. refer:https://en.wikipedia.org/wiki/oversampling_and_undersampling_in_data_analysis smote
after successfully completing the course.am i able to create a chatbot?,yes you will be able to build a chatbot by the end of this course.
hi team what is the difference between regularized logistic regression and linear svm? thanks,both objectives have the same components: the loss function and the l2 penalty. it is also true that these two models often give very similar performance. however there is fundamental difference: logistic regression outputs probabilities and svm maximizes the margin. the point of svms is that is ignores all but the close points support vectors in the loss. in that sense it maximizes margin quite explicitly in a way that logistic regression does not.
hi team i see there is not a lot of nlp related content in the course. can you suggest a few links with good content for nlp?,this course consists of many of the important concepts from nlp ranging from simpler concepts like bag-of-words to state of the art rnns for nlp. we have introduced these concepts as the course progresses. we also have many case-studies which focus on nlp applications like quora-question pair similarity stackoverflow tagging personalized cancer diagnosis etc. audio reply: https://soundcloud.com/applied-ai-course/nlp-in-the-course-1 links: https://blog.algorithmia.com/introduction-natural-language-processing-nlp/ https://www.analyticsvidhya.com/blog/2017/01/ultimate-guide-to-understand-implement-natural-language-processing-codes-in-python/
i am curently in second year of engineering my cgpa is low around 6 cgpa even if i cover this course with good grades will i get offer from top notch companies. will cgpa affect my career in anyways?,please call us at 91 8106-920-029 or 91 6301-939-583 so that one of us can better understand your background and we can have a detailed discussion with you on this.
hi team i am from a testing background but i know coding basics as i have worked on selenium with java. i am having total 7yrs of experience in it as a tester but i really want to move to data science or ai. i want to change my career path will it be ok for me to move to ai or data science. after completing this course what will be the career prospect will i be a treated as a fresher in market. please suggest.,please reach out to us at 91 8106-920-029 or 91 6301-939-583 so that we can have a detailed discussion with you on this.
hi how do we get requirement in which form in real world as it may be from multiple source and how do we make ready to use single format e.g. csv? how do we present our result to client? thanks,1. just like any project you talk to all the stakeholders to understand the project requirements in detail and document them clearly. 2. databases data-warehouses csv text-files etc. 3. mostly through plots and detailed writeup of the findings.
hi team why gbdt provides better performance and accuracy than bagging random forest ? pls elaborate. thanks,gbdt does not always give better performance than random forest. but many times we will get better performance because it trains tree based on errors of before tree. random forest makes many trees with random sample data and gives the majority vote.
why we are taking f0 x l yi-gamma instead of f0 x l yi-ypred as error should be initially yi-ypred to start with rather that not being yi -gamma in gbdt or xgboost? pls clarify in detail as i am totally confused. thanks,gamma in base model f0 indicated predictions values only. do not confuse with learning rate gamma that is different.
but as in wikipedia f0 x argmin_gamma sum_1ton l yi gamma here as written above gamma is a part/term of complete eqn. of f0 x . so how gamma in base model f0 indicated predictions values only ? pls clear me as always : thanks,please check in this video.
and one more query i want to ask is about the case studies - some times when we understand the concept and cannot work on case study but need some more understanding of the question being asked or sometime hints then can we contact you for the same?,we mentor you through the case studies that you would work on. more importantly you would have seen many case-studies in the course itself and hence you would be able to take our hints and proceed. of course you would have to put in a reasonable and non-trivial amount of effort from your end also.
hi team i went through some of the free available videos. and i could see that you are explaining the concepts in a fairly easy manner but my concern is about the code. i could listen the faculty saying that we can download the code using notebooks but what is the meaning of each line of code? which function is doing what? what else can we write to accomplish that same thing? as i am from programming background i know that we can accomplish one task with many different ways that is why i am a bit confused and curious to know the answer to this please. where can we get the answers to these queries? it would be great if you can help me getting answers to these queries. thanks gurmeet kaur,gurmeet we explain the basics of python in the very first chapter. we also explain each of the key functions in detail as and when we progress through the course. but as we progress through the code we may not go line by line as we have seen similar code earlier. if you do not understand any segment of code feel free to put it in the comments section under the video. we would respond with a clarification. it is impossible to cover all the ways to achieve the same task as there are sometimes tens of ways to do the same using different functions and libraries. we try and provide one of the more commonly used and efficient ways. additionally we want our students to have the ability to navigate through ml code comfortably by the end of the course. hence we avoid going over code line by line in the later chapters of the course as similar concepts have been covered in earlier chapters. if there is some new concept we would surely go over it in detail. we want our students to put in the effort to understand the code on their own especially in later chapters as they would have to do it in their jobs once they complete the course. if there is any blocker we are always here to help. please call us on 91 8106-920-029 or 91 6301-939-583 to learn more about this.
hi how much percentage case study weight in applied ai course ? thanks pankaj,close to 40 of the content and 50 of the assignments are from case-studies.
sir i am btech 6th semester 3rd year cse student after completing this course will your team help me in getting an ai based job or an internship in my 4th year.,yes we do help you with both internships and full-time roles as you progress through and complete the course. please call us 91 8106-920-029 or 91 6301-939-583 to know more details.
hi team suppose i have created a model in jupyter notebook.how do we deploy to the production enviroment in real time?,you can create an api and deploy.
hi could you pls elaborate how to create api?pls tell me the code and steps ? thanks,you can check in our video.
hi. i would like to know what system requirements we require to follow the course assignments and lectures. what if i had a laptop with i3 processor and 8 gb ram,minimum recommended pc specifications: ram: 8gb or above processor: i5 or above you also can use online platforms like gcp aws etc for assignments.
what stipend / package can i expect under the job guarantee program as an intern or a fresher for the data science role earned with your assistance?,please call us at 91 8106-920-029 or 91 6301-939-583 so that we understand your current role and better answer your question more accurately.
hi applied ai course content looks really interesting with most of the topics covered. i would love to apply for this course . i need some some information from your side. i have around 9 years of backend programming background. with good command on sql. working knowledge of spark and python. currently i am working in data science team as backend developer. . also i have around 3 years of finance domain knowledge and keen interest in risk management and portfolio management. given my background can this course help me in progressing my career in machine learning?,please call us at 91 8106-920-029 or 91 6301-939-583 so that we understand your current role and better answer your question more accurately.
sir @srikanth team i have gone through all the success stories just a visual pattern almost 80 of the hired ones are freshers the rest have software development experience what about people from it whom do not have software development or coding experience ?.. how does appliedaicourse make sure that hiring is guaranteed for such a candidate ?..,please call us at 91 8106-920-029 or 91 6301-939-583 and we can explain to you how students who have no coding background could still land a job at the end of the course.
hi what is likelihood log-likelihood and maximum likelihood? what is maximum likelihood in logistic regression? thanks,1. given the observed data and a model of interest we need to find the one probability density function/probability mass function f x ? among all the probability densities that are most likely to have produced the data. to solve this inverse problem we define the likelihood function by reversing the roles of the data vector x and the distribution parameter vector ? in f x ? i.e. l ? x f x ? in mle we can assume that we have a likelihood function l ? x where ? is the distribution parameter vector and x is the set of observations. we are interested in finding the value of ? that maximizes the likelihood with given observations values of x . 2.maximum likelihood estimation mle is a technique used for estimating the parameters of a given distribution using some observed data. for example if a population is known to follow a normal distribution but the mean and variance are unknown mle can be used to estimate them using a limited sample of the population by finding particular values of the mean and variance so that the observation is the most likely result to have occurred. 3. for many applications the natural logarithm of the likelihood function called the log-likelihood is more convenient to work with. this is because we are generally interested in where the likelihood reaches its maximum value: the logarithm is a strictly increasing function so the logarithm of a function achieves its maximum value at the same points as the function itself and hence the log-likelihood can be used in place of the likelihood in maximum likelihood estimation and related techniques.
hi sir does this course help me in solving kaggle problems or will be in a position to face the kaggle competitions after completion of this course,yes we solved many real world problems in our case studies taken from the kaggle.
hi team i have around 10 years of experience in it industry mainly with java and related technologies. currently working as technical lead. should i consider shifting to ml ai domain now? also does this course covers ai as well or only ml?,this course covers the breadth of techniques across ml and ai which are currently relevant to the industry. given your experience it is best if you could call us and discuss this over the phone where we could understand your background and answer your questions better. please call us at 91 8106-920-029 or 91 6301-939-583.
hi is this course contains the concept of objects classes constructors and destructors ???????,no they are not covered in this course.
i do not have knowledge on libraries like numpy pandas....and all other libraries used in ml is there any detailed explanation of these libraries in this course?,yes we will explain how to use numpy and pandas etc in the course.
hi i am interested to pursue this course online. so as a part of this will i be installing any software s during the course duration? if so then what should be the basic configuration of the laptop that i use while pursuing this course online?,for gpu you can go with 1050ti nvidia graphic card or 1060 or 1070. try to assemble an ssd with 128g. keep a minimum of 8g ram preferable 16g. the hard disk is your call.
hi i have a total of 8 years of experience in siebel crm data migration. i have enrolled in this course last month and am really excited and i must say i am really enjoying it. but i do have some concerns as well. since i have a lot of experience in crm particularly in migrating data from legacy systems to siebel databases : 1. are there opportunities in ml on crm data in big companies? 2. i would like to do 2-3 case studies in crm area will applied ai team support and mentor me in understanding the crm scenarios and help me in completing the case studies? 3. do companies hire 8 years experience guy like me with fresh knowledge of ml considering the ctc expectation would be high compared to other fresh graduates who have completed the course? very much appreciate your reply on this. thank you very much regards mohammed arif,1. yes some of the largest crm software developers like salesforce have invested heavily in ai and built tools like einstein. so crm is certainly a very fertile area for applications of ai as it contains lots of text and customer data. 2. certainly as you progress through the course we will work closely with you to build a portfolio of projects around the crm field as it is your corer area of expertise. we will need lots of inputs from you on the domain-knowledge front as we are not experts in crm. but we can certainly will mentor you o the ml front. 3. we have had students who have transitioned to ml roles with your kind of experience. but the effort needed would certainly be more as you will have to prove your ml expertise domain expertise as employers would expect more advanced case-studies in your portfolio. employers do pay a premium for domain expertise which is critical for most ml projects. i think it is too early to talk about compensation now but we will put in our best efforts to land you in the best possible role based o your expertise.
hi is your job placement support restricted to india or you have tie-up with uae dubai abu dhabi companies as well? thanking you in advance for your valuable reply.,we currently have the job-guarantee limited to india and us only. we have not yet expanded and built our recruiter partner network in the middle-east.
how does ridge regression solves multicollinearity?why lasso do not?,yes ridge regression used when the data suffers from multicollinearity independent variables are highly correlated . in multicollinearity even though the least squares estimates ols are unbiased their variances are large which deviates the observed value far from the true value. by adding a degree of bias to the regression estimates ridge regression reduces the standard errors. ridge regression solves the multicollinearity problem through shrinkage parameter ? lambda . have a look at the link here: https://stats.stackexchange.com/questions/104779/why-does-ridge-regression-work-well-in-the-presence-of-multicollinearity
hi i already went before through the link but could not get intuation.could you pls simplify a bit more. and why do not lasso ya i got that it sparsity very easily through your video.but why not solves multicollinearity? . thanks.,if two predictors are highly correlated lasso can end up dropping one rather arbitrarily. that's not very good when you are wanting to make predictions for a population where those two predictors are not highly correlated perhaps a reason for preferring ridge regression in those circumstances.
thanks.how does multicollinearity affects random forest?actually i encountered this question.,in terms of prediction it does not affect much if the effect of multi-collinearity presents in both the train and test. however feature importance score would be influenced just like other methods such as linear/logistic regression. the explanation can be simplified if we consider two collinear variables. if two strong variables are chosen for a decision tree in rf one must be picked for each split consideration and the other would not likely be picked again since the former has already explained the output variation for both of them . the prediction power of that tree does not drop though so does the rf. however in feature importance score once one of the two is picked the other variable is less important to bring any further output variation explanation since the two are correlated well. the overall importance of these two will be reduced
hi applied ai team seaborn topic is not covered in eda without basics unable to understand the code related to the seaborn package can anyone help me on it. thank you regards bayaprakash,if you know matplotlib seaborn is quite straightforward to understand and implement. have a look at this: https://www.tutorialspoint.com/seaborn/index.htm
does this course contains - 1. opencv 2. audio recognition topics including audio preprocessing,1. we do cover opencv to the extent we need for our case-studies involving self-driving car. we donot dive deep into opencv as this is not a computer vision course. 2. we perform lots of time-series analysis using fourier transforms and discuss about spectrograms as a featurization of audio data. we have a case-study about music generation where we touch upon some audio topics like music encodings. but as this is not an audio-processing course we do not dive too deep into audio-signal processing and dive deep into techniques like mel frequency cepstral coefficients mfcc . as part of our course you will gain the ability to learn many concepts in cv and audio-processing and use these concepts for ml tasks. we have had students who learned about and used mfcc to build singer detection systems. similarly our students were able to pick up sift and other feature engineering techniques in cv and apply ml models on top of them.
from where i can learn opencv?,please go through this link.
hi team please correct me if i am wrong 1. c.i. is tool/technique which is using to making rough not exact calculated estimation about data. 2. it gives us confidence that my calculation or understanding about data is x of range is right rather than throwing stones in the darkness. but do we need to take samples of data every time like it should not be mandatory activity right? thanks.,yes c.i gives you a range of values for a random-variable like mean height of students in a class and a confidence level 95 associated with it to signify our confidence in this range. without samples of x or the parameters of the distribution like mu and sigma for normal disb of x we cannot come up with a c.i. i think this question does not belong in this comment section. please post questions under the respective and relevant videos.
hi i am very new to ml just covering statistics in udemy. my 3 questions. 1. is it possible to get lifetime access and can i get access all case studies? 2.i am beginner how many hours i need to spend per day to complete course and hands on? 3. do i get certification and mentor to guide me?,hi selva kumar 1. we are currently restricting the access to one year only to ensure that students are disciplined to complete the course on time. 2. please use this sheet to fill in your effort so that we can give you a detailed topic-wise timeline that an average student of our course has taken to complete the course. you will get a detailed timesheet with efforts and duration within a day. 3. you will get a certificate upon course completion. we have a dedicated team to help you throughout the course answering your queries and questions within 24 hrs. you will also get a mentor to help you with your own case-studies and help you prepare better for placements once you complete 50 of the assignments in the course. please call us at 91 8106-920-029 or 91 6301-939-583 to know more.
hi team i have one question which may seem silly:- ok. suppose i did eda and came out with some observations and intuation about data eg. after univariate bivariate descriptive etc. analysis like how data is distributed related segmented . now what we do with these observations before fitting to sklearn model eg. logisticregression .fit ? i mean what is the purpose of these and where it is used for before fitting into model ? is its done to select features by identifying and dropping the non-useful features engineer features derivation of new features impute missing values and handle outliers------- so that we can have refined dataset to feed into the models is the quoted sentence is the sole purpose to get and collect intuation by eda? thanks,yes you are right. there are more reasons for it as well: 1. let's take for example you would want to apply gaussian naive bayes. now the assumption is that the features are supposed to be gaussian distributed and this requires us to explore our data to determine the distribution of our features. 2. you can also perform use correlation tests to explore which features are collinear this creates a problem of interpretability of weight vectors in logistic/linear regression . there are many such reasons why eda is necessary and on a case to case basis you recognize what kind of eda you would perform.
please tell this course covers all the aspects required for cloudera certification cca ccp or not?,this is not a course on cloudera certification for cloudera big data platform. we cover ml and ai in this course which are not part of ccp or cca.
hi where can i find free videos?,please register and then log into appliedaicourse using your google/fb/linkedin credentials. you can access our free videos here which are mmrked with a green-colored eye icon here: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/how-to-learn-from-appliedaicourse/ please let us know if you encounter anny probelms.
hi team i was just going through your free videos. i was watching this video of eda with iris dataset unfortunately i was not able to plot a 2d scatter plot with petal length and petal width instead i could plot it with sepal length and sepal width. can you please guide me through this code so that i can identify the problem as i am looking forward to enroll for this course.,kindly go through these blogs: 1. https://machinelearningmastery.com/machine-learning-in-python-step-by-step/ 2. https://medium.com/codebagng/basic-analysis-of-the-iris-data-set-using-python-2995618a6342
hi team what is word2vec embedding ?are we covering this?where it is used in nlp? thanks,word embedding is one of the most popular representation of document vocabulary. loosely speaking they are vector representations of a particular word. word2vec is one of the most popular technique to learn word embeddings using shallow neural network. yes we discussed the concept of word2vec in detail and how exactly it works in nlp.
thanks team. could you pls give the link for word embedding in the course content. and thumbs up for your effort.well done.,it has been covered in the multi-layered perceptron section of the course. check here
hello sir i found your content interesting but unfortunately i downloaded the ipython notebooks i am wondering why i can not use jupyter notebook as a tool it always get open in the browser. i would like to know if i can really use it as a tool or i always have to use it in the browser if so how will i save my notes and whenever i download this ipython notes it does not open in the format of jupyter notebook infact it gives me multiple option such as ms word notepad etc.can i use spyder for the same? or is it that the code of spyder can not run in jupyter or vice-versa. please help me with this as i am new to programming language and also looking forward to join this course.,the jupyter notebook app is a server-client application that allows editing and running notebook documents via a web browser. so you need to start the application with jupyter notebook on the terminal. if you would like to use it with an editor you have to convert it to .py file. have a look at this and this. your notebooks can be saved and edited like regular python scripts just that you will be required to open it by launching it on your local system.
thanks sir i would just like to know whether i can use spyder 3.6 for the same and another challenge is to install packages from command prompt whenever i use pip3 it states pip3 is not recognized.,1. it might either be that you have not added python to your system variables: https://superuser.com/questions/143119/how-do-i-add-python-to-the-windows-path or just try pip instead and see if it works. 2. you can launch spyder with the anaconda navigator.
i m b.e graduate in mechanical engineering with 57 with a decent knowledge in programming and i am also familiar with machine learning in a intermediatory level can i still learn this course and get placed?,please call us at 91 8106-920-029 or 91 6301-939-583 so that one of us can better understand your background and suggest you if this course is correct for you or not.
hii there which engineering domain is eligible to take this course.as i am from eee and have knowledge of programming language of c and c .am i eligible to take this course.,yes you can take this course before that please check out the free videos. please mail us at team@appliedaicourse.com for further queries.
hello. i am b.e graduate with 55 and not good in programs can i still learn this course and get placed?,to be honest you got to work very hard to land any job given your prior record and lack of programming knowledge. you got to skill up and be able to showcase your skills which got to be very good. please call us at 91 8106-920-029 or 91 6301-939-583 to discuss whether this course is correct for you or not.
did i miss the time series in index or it is not in the course yet?,we have couple of case studies taxi demand prediction and har you will learn the concepts and featurization of time series data in those case studies.
hi i have attended multiple online courses on ml basically all were hard core theoretical will this course benefit me ? and are you guys planning to add some nlp stuff in this course ?,hi shubham we strongly recommend you go through our sample/free videos which you can access by logging in to our course so that you will get a good idea of how we balance theory and practice of ml. we focus a lot on helping you build a portfolio of projects which help you showcase your skills to potential recruiters. we are very focused on helping our students transition to ml careers through our job-guarantee or money-back guarantee program. this course consists of many of the important concepts from nlp ranging from simpler concepts like bag-of-words to state of the art rnns for nlp. we have introduced these concepts as the course progresses. we also have many case-studies which focus on nlp applications like quora-question pair similarity stackoverflow tagging personalized cancer diagnosis etc.
oh ok.. regarding job gaurantee just wanted an assurance that it wont be like setting up an interview for a non reliable company or a company paying in peanuts ?,please look at some of our success stories for a list of companies where our students have been placed. our students have been placed in a wide spectrum of companies from fortune 500 to smaller ones based on our student's calibre interests and skills. our student's salaries also have varied from rs 5 lakhs to rs 30 lakhs per annum based on their level of expertise and portfolio they build at the end of the course.
hi all who are searching for an appropriate ai course i am a current student of this course from a considerable amount of time. i can say undoubtedly this is the best course in all means for a ml aspirant. below are a few super points about this course and the team. extensive list of contents good assignments job opportunities extremely responsible team to respond to your queries during course all you have to do is complete the course successfully. thanks shashi,thanks for your kind review.
team what are other additional case studies that you plan to add in. should we assume that this course is now fully complete. i mean is there materials in the process of being added in near future? just asking. i am already happy super-excited with everything here. i am just asking to be more proud of this course,we keep adding and modifying content as per students' feedback and new ways we find to improve our content. our content is dynamic and ever-evolving. we are also working with our students on more case-studies. if we have a good and interesting case study we could add it to this course at a later time.
i am a java developer experience of 4 years in it industry how this course is going to help me out as i am new to this domain and companies will consider me a fresher during hiring process. so is this course enough to start in the field of ml/ai?,we have had students who have successfully transitioned to careers in ml with similar backgrounds as yours. please give us a call at 91 8106-920-029 or 91 6301-939-583 to discuss in more detail about your job prospects.
is this course will be a benefit for a fresher i am 2018 graduate i consult many it employee's they said that as a fresher lesser oppurtunitie's in datascience or ml is it true,there are lots of opportunities for freshers who can showcase their real-world ml problem-solving skills by building a strong portfolio of projects. you can find many success stories of freshers that we worked with on this page. for more details please reach out to us at 91 8106-920-029 or 91 6301-939-583
is this course applied ai course equal or better or lesser than a masters degree in data science/machine learning? what does a masters degree cover that is not covered here? and what is covered in applied ai that is not covered at a masters degree compare and contrast applied ai vs a masters degree,a typical master's degree focusses on theoretical breadth and depth and prepares you for a phd program if you choose to pursue it. some universities do offer more practical courses but lack in their scope of real-world problem-solving skills. of course based on the university the master's degree could be a very valuable signal to recruiters/companies. in most universities during your master's program you all learn lots of other subjects like operating systems algorithms databases etc. applied ai course focusses a lot on applied/practical skills while building up your basics needed for ml/ai. you can think of it as a shorter path to transitioning into an ml career. we have many students who are currently pursuing masters in some of the world's best universities taking our course to primarily build up their practical ml skills and build a portfolio to land an ml job. so masters and aaic are not disjoint. you can do both or either of them based on your career interests and goals.
anaconda.com/download . now there is no option for anaconda 5.0.0 python 3.6 there is only available for python 3.7 please resolve this.,please find the link in the description of this video: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/python-anaconda-and-relevant-packages-installations-2/
is there any website that has simple to complex execersises to practice python concepts?,you can go with these sites to practice more in python. https://www.hackerrank.com/domains/python https://www.geeksforgeeks.org/python-programming-language/
sir i have heard that data scientists spend 90 of their time doing data preprocessing cleaning web crawling and various other things on unstructured data . does this course cover deeply how to handle the unstructured data ???,that's true. we cover lots of tools and techniques on handling unstructured data including text and images in lots of detail. we learn most of these tools through real-world examples in various chapters across the course.
please add videos on vc dimension. sir this being a part of machine learning should be present in this course. sir there were requests long time back but no additions have been made. i would be thankful if you could add videos on vc dimension.,here is a video we made on vc dimension: https://www.appliedaicourse.com/course/applied-ai-course-online/lessons/vc-dimension/ we added this video to the miscellaneous topics instead of the svm chapter. additionally the concept of vc-dimension while an interesting concept in statistical learning theory has very few applications in real-world applied ml/ai. hence we did not have it in the first iteration of the course.
please explain me in detail where this will be useful for me after complete this course? thank you,unfortunately since we do not know your background we are unable to give you a specific answer. please reach out to us at 91 8106-920-029 or 91 6301-939-583 so that we can have a chat with you about how this course can help you.
why predictive analysis is not covered in the course? is not it important for machine learning and data analysltics? please advice on the above questions,could you please elaborate on what you mean by predictive analysis? did you mean predictive analysis or analytics? if you meant predictive analytics it mostly involves the techniques we have discussed in detail in our course. please check this wikipedia link for predictive analytics and observe that the techniques listed there are all covered in our course in detail.
hi team i am from non programming background but i have some knowledge in python at-least can able write functions upto 8-10 lines of code i m able to cover this course and how are the assignments sessions will you provide step by step blueprint/process in solving the assignments not asking for solutions and will you guys teach and cover tensorflow and keras library concepts completely seems the tutorial for both the libraries something like 2 hrs please help me out these three issues thank you,we recommend you watch our free videos after creating an account. you will also come across some of our assignments in the free content itself. these assignments and free content will help you understand how hard or easy our assignments are. we strongly recommend you attempt to solve at least one of these assignments to self-evaluate yourself to determine if this course is appropriate for you or not.
wow.. what a swift reply this seems your team is proven customer centrist team great job definitely look in to the assignments .,you will learn tf and keras basics in the first few hours and revisit them throughout our deep-learning chapters and case studies. most of our students do not face major challenges with tf and keras once they have gone through our course and assignments.
i am from big data back ground with 12 years of exp. is this course going to help me.?,yes if you want to transition into a career in ml this course could be of help to you. we recommend you reach out to us at 91 8106-920-029 or 91 6301-939-583 so that we can better explain you based on your current experience and skillset.
will it be an issue if i install anaconda 3.7 as the latest software is reflecting as 3.7.,it comes with python3.7. the problem with python 3.7 is that we do not have a tensorflow version which supports this. so install anaconda that comes with 3.6
please provide me the link i am unable to find the link for 3.6.,it's already there in the description: https://repo.continuum.io/archive/anaconda3-5.2.0-windows-x86_64.exe
hello i am working as a software engineer in a start up and i am very much interested in ai and want to learn it from you guys.i will pour my heart out in learning the course and to follow the schedule and complete it within the specified time.but to be on safer side i want to know that if in case i miss the deadline of finishing the course in one year will you guys provide me some paid extension for say two or three months to complete the course.this will occur rarely but asking it for safety.,please reach out to us at 91 8106-920-029 or 91 6301-939-583 so that we can talk to you in person.
how do you guys provide jobs to freshers in the field of ml which has most jobs where some experience is required,our success stories have many freshers who have landed in ml jobs after completing this course. while experience is important many companies are willing to hire freshers if they can showcase their real-world and applied knowledge of ml by solving practical problems by building a portfolio of projects that they have solved which includes code plots and detailed blogs. there is no scarcity of jobs in ml for people with the right practical skills which we try and teach through the course.
are you gonna cover deployment and runtime model prediction as well?,we have covered many of the details about deployment and continuous monitoring of models in this course. but the exact specifics of deployment depend a lot on the infrastructure architecture and platforms used by different teams. hence we give an overview of the choices we have without going into lots of detail as the specifics would be very team and project specific.
hi team i am ios developer will be completing 2 years in industry soon i wanted to build my career in field of ai. how this course will help me to getting job in ai/ml field? do you provide any placement assistance and course completion certificate? looking forward to take this course.,the answer is an yes to all of your questions. we suggest you talk to us over phone for more details and specifics about your career potential before you register for the course. you can call us at 91 8106920029 or 91 6301-939-583.
hi...i need a suggestion...i am from commerce background but interested in learning artificial intelligence. so far i have completed html css java script and next i will be covering python. what would you suggest me: to take this course now or do some more homework and then start this course?,you can check our free videos and if you are feeling very confident about those concepts then you can go for it. you can call us at the numbers that are mentioned on the website
hi i was working for 7 years as a qa analyst in one of the companies and then i left software field to start a business and it became 8 years so i want to again come back to software field i have knowledge in networking and a little bit python so will this course help me particularly in getting job in any software company,please call us at 91 8106-920-029 or 91 6301-939-583 so that we understand your current role and answer your questions more accurately.
